Vitest total (sum of file durations): 32908 ms (32.9s)
Files: 164 | Tests parsed: 1060

=== Top 30 files by duration ===
file	duration_ms	num_tests	status
/Users/leobsn/Desktop/houston_project/apps/web/src/features/action-plans/pages/action-plan-create-page.test.tsx	ActionPlanCreatePage renders Options section before tasks	107.48579199999995	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/push/hooks.test.ts	useWebPushToggle clears enable error after successful disable	107.04700000000003	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/realtime/hooks/use-operational-realtime-websocket.test.ts	useOperationalRealtimeWebSocket ignores stale socket onclose without breaking the active connection	106.5629170000002	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/signals/components/signal-card.test.tsx	SignalCard feed variant keeps relative time and actions on the same row as badges with title row below	106.34424999999999	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/chat/hooks/use-chat-websocket.test.ts	useChatWebSocket handles conversation.access_revoked without closing the socket	105.65091599999869	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/comments/mention-picker.test.tsx	MentionPicker renders tap-friendly suggestions and calls onSelect	105.50725	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/pwa/pages/install-app-page.test.tsx	InstallAppPage switches visible platform content when tabs change	104.95987500000001	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/execution/components/action-plan-execution-feed-card.test.tsx	ActionPlanExecutionFeedCard shows in_progress layout with countdown, segmented progress and teal avatar	104.94554100000005	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/signals/hooks/use-signal-feed-quick-actions.test.ts	useSignalFeedQuickActions returns abort on second lifecycle action while mutation is in flight	104.84520799999996	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/auth/components/login-form.test.tsx	LoginForm renders French labels and placeholder	104.76733300000001	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/signals/hooks/use-signal-feed-quick-actions.test.ts	useSignalFeedQuickActions keeps original card open when openActions is called during lifecycle pending	103.9491250000001	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/auth/hooks/use-membership-invite-form.test.ts	useMembershipInviteForm stores invitedEmail and invitationLink after successful submit	103.94387500000005	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/notifications/notification-center.test.tsx	NotificationCenter shows unread badge on the bell button	103.47170799999992	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/observations/components/report-photos-section.test.tsx	ReportPhotosSection renders optional header and preview thumbnail with descriptive alt	103.28495799999996	passed
/Users/leobsn/Desktop/houston_project/apps/web/src/features/signals/hooks/use-signal-feed-quick-actions.test.ts	useSignalFeedQuickActions returns abort on pin while lifecycle mutation is in flight	103.22583399999985	passed
